reaction	Acetate	Glycerol	Xylose	Xylose (no PK-PTA)
guanosine exchange	0	0	0	0
guanosine transport	0	0	0	0
guanosine transport	0	0	0	0
H+ diffusion	4.878934e-01	0	0	0
H+ diffusion	2.416420e-03	3.341446e-03	2.974841e-03	2.856813e-03
H+ diffusion	0	0	0	0
H+ diffusion	-6.812616e-03	-9.420541e-03	-8.386972e-03	-8.054213e-03
H+ diffusion	0	0	0	0
H+ diffusion	0	0	0	0
H+ diffusion	0	0	0	0
H+ exchange	-4.895723e-01	-1.238315e-01	1.283747e-02	1.232813e-02
hexacosanoyl-CoA transport	0	0	0	0
hexadecanoate (n-C16:0) transport	0	0	0	0
hexadecenoate (n-C16:1) transport	0	0	0	0
L-histidine transport, mitochondrial	0	0	0	0
homocitrate synthase	0	0	0	0
hydrogen peroxide transport	0	0	0	0
hydroxymethylglutaryl-CoA transport	0	-1.002434e-02	-4.372885e-03	-8.570438e-03
hypoxanthine exchange	0	0	0	0
hypoxanthine transport	0	0	0	0
indol-3-ylacetaldehyde exchange	0	0	0	0
indole-3-acetaldehyde transport	0	0	0	0
indole-3-acetaldehyde transport	0	0	0	0
indole-3-acetate transport	0	0	0	0
inosine exchange	0	0	0	0
inosine transport	0	0	0	0
inositol hexakisphosphate transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
IPC transport	0	0	0	0
iron(2+) exchange	0	0	0	0
isoamyl acetate exchange	0	0	0	0
isoamyl alcohol transport	0	0	0	0
isoamyl alcohol transport	0	0	0	0
isoamylol exchange	0	0	0	0
isobutanol exchange	0	0	0	0
isobutyl acetate exchange	0	0	0	0
isobutyl alcohol transport	0	0	0	0
isobutyl alcohol transport	0	0	0	0
isobutyraldehyde exchange	0	0	0	0
L-alanine exchange	0	0	0	0
L-alanine transport	0	0	0	0
L-arabinitol exchange	0	0	0	0
L-arabinitol transport	0	0	0	0
L-arabinoase transport	0	0	0	0
L-arabinose exchange	0	0	0	0
L-arginine exchange	0	0	0	0
L-asparagine exchange	0	0	0	0
L-aspartate exchange	0	0	0	0
L-carnitine transport	0	0	0	0
L-cysteine exchange	0	0	0	0
L-erythro-4-hydroxyglutamate transport	0	0	0	0
L-erythro-4-hydroxyglutamate transport	0	0	0	0
L-glucitol exchange	0	0	0	0
L-glutamate 5-semialdehyde dehydratase	0	0	0	0
L-glutamate exchange	0	0	0	0
L-glutamate transport	0	0	0	0
L-glutamine exchange	0	0	0	0
L-glutamine transport	0	0	0	0
L-histidine exchange	0	0	0	0
L-homoserine transport	0	0	0	0
L-homoserine transport	0	0	0	0
L-isoleucine exchange	0	0	0	0
L-isoleucine transport	0	0	0	0
L-leucine exchange	0	0	0	0
L-lysine exchange	0	0	0	0
L-malate transport	0	0	0	0
L-methionine exchange	0	0	0	0
L-phenylalanine exchange	0	0	0	0
L-proline exchange	0	0	0	0
L-proline transport	0	0	0	0
L-serine exchange	0	0	0	0
L-serine transport	0	0	0	0
L-sorbitol transport	0	0	0	0
L-sorbose exchange	0	0	0	0
L-sorbose transport	0	0	0	0
L-threonine exchange	0	0	0	0
L-tryptophan exchange	0	0	0	0
L-tyrosine exchange	0	0	0	0
L-valine exchange	0	0	0	0
lanosterol exchange	0	0	0	0
lysine transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
M(IP)2C transport	0	0	0	0
malate/oxaloacetate shuttle	0	0	0	0
maltose exchange	0	0	0	0
mannan transport	0	0	0	0
methionine transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
MIPC transport	0	0	0	0
myo-inositol exchange	0	0	0	0
NADP(+) transport	-2.416420e-03	-3.341446e-03	-2.974841e-03	-2.856813e-03
NADPH transport	2.416420e-03	3.341446e-03	2.974841e-03	2.856813e-03
NH3 transport	0	-1.537060e-03	-6.247120e-04	-5.999261e-04
nicotinamide diffusion	0	0	0	0
nicotinate exchange	0	0	0	0
NMN exchange	0	0	0	0
NMN transport	0	0	0	0
NMN transport	0	0	0	0
NMN transport	0	0	0	0
O-acetylcarnintine transport into mitochondria	0	0	0	0
O2 transport	1.208210e-03	1.670723e-03	1.487421e-03	1.428406e-03
O2 transport	2.626604e-01	1.470674e-01	9.226538e-02	1.282804e-01
O2 transport	3.075425e-01	2.091307e-01	1.475195e-01	1.813422e-01
O2 transport	0	0	0	0
octadecanoate (n-C18:0) transport	0	0	0	0
ornithine exchange	0	0	0	0
oxaloacetate transport	0	0	0	0
oxaloacetate(2-) exchange	0	0	0	0
oxidized glutathione uniport	0	0	0	0
oxidized thioredoxin transport	0	0	0	0
oxygen exchange	-3.075425e-01	-2.091307e-01	-1.475195e-01	-1.813422e-01
palmitate exchange	0	0	0	0
palmitoleate exchange	0	0	0	0
palmitoyl-CoA transport	0	0	0	0
panthetheine 4'-phosphate transport	0	0	0	0
PAP uniport	0	0	0	0
pectin exchange	0	0	0	0
phenylacetaldehyde exchange	0	0	0	0
phenylacetaldehyde transport	0	0	0	0
phenylacetaldehyde transport	0	0	0	0
phenylalanine transport	0	0	0	0
phosphate exchange	-1.678881e-03	-2.321571e-03	-2.066861e-03	-1.984857e-03
phosphate transport	0	0	0	0
potassium exchange	0	0	0	0
protoporphyrinogen IX transport	0	0	0	0
PRPP transport	0	0	0	0
putrescine exchange	0	0	0	0
pyridoxal kinase	0	0	0	0
pyridoxine exchange	0	0	0	0
pyridoxine kinase	0	0	0	0
pyrimidine phosphatase	0	0	0	0
pyrophosphate transport	5.170986e-01	1.618950e-01	2.104994e-02	2.801313e-01
pyruvate exchange	0	0	0	0
pyruvate transport	0	3.008344e-02	1.311866e-02	2.571131e-02
quinolinate transport	0	0	0	0
reduced thioredoxin transport	0	0	0	0
riboflavin exchange	0	0	0	0
riboflavin transport	0	0	0	0
riboflavin transport	0	0	0	0
ribose transporter	0	0	0	0
S-adenosyl-L-homocysteine transport	0	0	0	0
S-adenosyl-L-methionine exchange	0	0	0	0
S-methyl-L-methionine exchange	0	0	0	0
serine transport	0	-1.537060e-03	-6.247120e-04	-5.999261e-04
sn-glycero-3-phosphocholine exchange	0	0	0	0
sodium exchange	0	0	0	0
spermidine exchange	0	0	0	0
spermine exchange	0	0	0	0
squalene transport	1.208210e-03	1.670723e-03	1.487421e-03	1.428406e-03
squalene-2,3-epoxide transport	1.208210e-03	1.670723e-03	1.487421e-03	1.428406e-03
stearate exchange	0	0	0	0
succinate exchange	0	0	0	0
succinate transport	0	0	0	0
sucrose exchange	0	0	0	0
sulphate exchange	0	0	0	0
sulphite exchange	0	0	0	0
taurine exchange	0	0	0	0
tetracosanoyl-CoA transport	0	0	0	0
thiamine(1+) diphosphate(1-) exchange	0	0	0	0
thiamine(1+) exchange	0	0	0	0
thiamine(1+) monophosphate exchange	0	0	0	0
threonine transport	0	0	0	0
trehalose transporter	0	0	0	0
trehalose vacuolar transport	0	0	0	0
tryptophan transport	0	0	0	0
tryptophol exchange	0	0	0	0
tryptophol transport	0	0	0	0
tryptophol transport	0	0	0	0
tyrosine transport	0	0	0	0
tyrosine transport	0	0	0	0
UMP transport	0	0	0	0
uracil exchange	0	0	0	0
urea exchange	0	0	0	0
uridine exchange	0	0	0	0
valine transport	0	0	0	0
water diffusion	-1.208210e-03	-1.670723e-03	-1.487421e-03	-1.428406e-03
water diffusion	0	0	0	0
water diffusion	-8.560670e-01	-9.365707e-01	-6.440997e-01	-7.250439e-01
water diffusion	0	0	0	0
water diffusion	0	0	0	0
water diffusion	0	0	0	0
water exchange	5.529470e-01	7.151447e-01	4.496356e-01	4.714716e-01
xanthine transport	0	0	0	0
xylitol exchange	0	0	0	0
xylitol transport	0	0	0	0
zymosterol exchange	0	0	0	0
zymosterol transport	0	0	0	0
lipid pseudoreaction - merge	0	0	0	0
growth	0	0	0	0
kynurenine aminotransferase	0	0	0	0
alcohol dehydrogenase, (acetaldehyde to ethanol)	0	0	0	0
acetaldehyde dehydrogenase	0	1.382510e-01	0	0
phenylalanine transaminase	0	0	0	0
tryptophan transaminase	0	0	0	0
tyrosine transaminase	0	0	0	0
coenzyme A: cytoplasm to LP	0	0	0	0
sedoheptulose bisphosphatase	0	0	0	0
proton leak	0	0	0	0
isocitrate dehydrogenase	0	0	0	0
oxoglutarate/malate exchange	5.339968e-02	2.625143e-01	1.707874e-01	2.302443e-01
14-demethyllanosterol exchange	0	0	0	0
14-demethyllanosterol transport	0	0	0	0
ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	0	0	0	0
ergosta-5,7,22,24(28)-tetraen-3beta-ol transport	0	0	0	0
fatty-acyl-CoA synthase (n-C16:0CoA)	4.622472e-03	6.391992e-03	5.690699e-03	5.464917e-03
fatty-acyl-CoA synthase (n-C18:0CoA)	2.031881e-02	2.809701e-02	2.501437e-02	2.402191e-02
enoyl-ACP reductase (butanoyl-ACP)	0	0	0	0
enoyl-ACP reductase (hexanoyl-ACP)	0	0	0	0
enoyl-ACP reductase (octanoyl-ACP)	0	0	0	0
elongase I (3-oxotetradecanoyl-CoA)	0	0	0	0
elongase I (3-oxopalmitoyl-CoA)	0	0	0	0
elongase II (3-oxooctadecanoyl-CoA)	0	0	0	0
elongase II or III (3-oxoicosanoyl-CoA)	0	0	0	0
elongase II or III (3-oxodocosanoyl-CoA)	0	0	0	0
elongase II or III (3-oxotetracosanoyl-CoA)	0	0	0	0
elongase III (3-oxohexacosanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA)	0	0	0	0
B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA)	0	0	0	0
B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C14:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C16:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C18:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C20:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C22:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C24:0CoA)	0	0	0	0
trans-2-enoyl-CoA reductase (n-C26:0CoA)	0	0	0	0
palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane	0	0	0	0
stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane	1.835489e-02	2.538129e-02	2.259660e-02	2.170006e-02
decanoate (n-C10:0) transport	0	0	0	0
butyrate exchange	0	0	0	0
hexanoate exchange	0	0	0	0
oleate exchange	0	0	0	0
butyrate (n-C4:0) transport	0	0	0	0
hexanoate (n-C6:0) transport	0	0	0	0
octadecenoate (n-C18:1) transport	0	0	0	0
fatty acyl-CoA transport via ABC system (C12:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C14:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C16:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C16:1)	0	0	0	0
fatty acyl-CoA transport via ABC system (C18:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C18:1)	0	0	0	0
fatty acyl-CoA transport via ABC system (C20:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C22:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C24:0)	0	0	0	0
fatty acyl-CoA transport via ABC system (C26:0)	0	0	0	0
butyrate (n-C4:0) transport, cytoplasm-peroxisome	0	0	0	0
hexanoate (n-C6:0) transport, cytoplasm-peroxisome	0	0	0	0
octadecenoate (n-C18:1) transport, cytoplasm-peroxisome	0	0	0	0
peroxisomal acyl-CoA thioesterase (4:0)	0	0	0	0
peroxisomal acyl-CoA thioesterase (6:0)	0	0	0	0
acyl-CoA oxidase (butanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (hexanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (octanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (icosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (docosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (tetracosanoyl-CoA)	0	0	0	0
acyl-CoA oxidase (palmitoleoyl-CoA)	0	0	0	0
acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA)	0	0	0	0
acyl-CoA oxidase (cis-dodec-5-enoyl-CoA)	0	0	0	0
acyl-CoA oxidase (oleoyl-CoA)	0	0	0	0
acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA)	0	0	0	0
acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA)	0	0	0	0
2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)	0	0	0	0
3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (acetyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (butanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (hexanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (stearoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (icosanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (docosanoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-hexadec-7-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-tetradec-5-enoyl-CoA)	0	0	0	0
acetyl-CoA C-acyltransferase (cis-dodec-3-enoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (cis-dec-3-enoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-dodecadienoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (cis-dodec-3-enoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-tetradecadienoyl-CoA)	0	0	0	0
delta3,delta2-enoyl-CoA isomerase (trans-tetradec-3-enoyl-CoA)	0	0	0	0
2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA)	0	0	0	0
2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA)	0	0	0	0
cis-aconitate(3-) to isocitrate	2.027894e-01	0	0	0
glycerol-3-phosphate acyltransferase (16:0), lipid particle	0	0	0	0
glycerol-3-phosphate acyltransferase (18:0), lipid particle	0	0	0	0
dihydroxyacetone phosphate acyltransferase (16:0), lipid particle	0	0	0	0
dihydroxyacetone phosphate acyltransferase (18:0), lipid particle	0	0	0	0
acyl dhap reductase (16:0), lipid particle	0	0	0	0
acyl dhap reductase (18:0), lipid particle	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle	0	0	0	0
1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle	0	0	0	0
PA phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
PA phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle	0	0	0	0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle	0	0	0	0
CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane	0	0	0	0
PS decarboxylase (1-16:0, 2-18:1), mitochondrial membrane	0	0	0	0
PS decarboxylase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
PS decarboxylase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
PS decarboxylase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:1), mitochondrial membrane	0	0	0	0
PGP phosphatase (1-16:0, 2-18:1), mitochondrial membrane	0	0	0	0
CL synthase (1-16:0, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0
CL (1-16:0, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0
MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:1), mitochondrial membrane	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
lysoPC acyltransferase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane	0	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus	0	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus	0	0	0	0
phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
phosphatidylinositol 3-kinase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus	0	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
PC phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0	0
PC phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0	0
LPC phospholipase B (16:0), cell envelope	0	0	0	0
LPC phospholipase B (18:0), cell envelope	0	0	0	0
PE phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0	0
PE phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0	0
LPE phospholipase B (16:0), cell envelope	0	0	0	0
LPE phospholipase B (18:0), cell envelope	0	0	0	0
PS phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0	0
PS phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0	0
LPS phospholipase B (16:0), cell envelope	0	0	0	0
LPS phospholipase B (18:0), cell envelope	0	0	0	0
PI phospholipase B (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI phospholipase B (1-18:0, 2-18:1), cell envelope	0	0	0	0
LPI phospholipase B (16:0), cell envelope	0	0	0	0
LPI phospholipase B (18:0), cell envelope	0	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus	0	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus	0	0	0	0
PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane	0	0	0	0
PC phospholipase D (1-16:0, 2-18:1), cell envelope	0	0	0	0
PC phospholipase D (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:1), Golgi membrane	0	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:1), Golgi membrane	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
lysoPA phosphatase (16:0), vacuolar membrane	0	0	0	0
lysoPA phosphatase (18:0), vacuolar membrane	0	0	0	0
ergosteryl ester hydrolase (16:1), lipid particle	0	0	0	0
ergosteryl ester hydrolase (18:1), lipid particle	0	0	0	0
episteryl ester hydrolase (16:1), lipid particle	0	0	0	0
episteryl ester hydrolase (18:1), lipid particle	0	0	0	0
fecosteryl ester hydrolase (16:1), lipid particle	0	0	0	0
fecosteryl ester hydrolase (18:1), lipid particle	0	0	0	0
lanosteryl ester hydrolase (16:1), lipid particle	0	0	0	0
lanosteryl ester hydrolase (18:1), lipid particle	0	0	0	0
zymosteryl ester hydrolase (16:1), lipid particle	0	0	0	0
zymosteryl ester hydrolase (18:1), lipid particle	0	0	0	0
zymosteryl ester hydrolase (16:1), cell envelope	0	0	0	0
zymosteryl ester hydrolase (18:1), cell envelope	0	0	0	0
TAG lipase (1-16:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:1, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-16:0, 2-18:1, 3-18:1), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle	0	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-18:1), lipid particle	0	0	0	0
DAG lipase (1-16:0, 2-18:1), lipid particle	0	0	0	0
DAG lipase (1-18:0, 2-18:1), lipid particle	0	0	0	0
lysoPE (1-16:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0
lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0
PE phospholipase A2 (1-16:0, 2-18:1), lipid particle	0	0	0	0
PE phospholipase A2 (1-18:0, 2-18:1), lipid particle	0	0	0	0
PA kinase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0
