reaction	Acetate	Glycerol	Xylose
palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane	0	0	0
oleoyl-CoA transport, cytoplasm-mitochondrial membrane	0	0	0
diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
palmitate transport, mitochondrial membrane-cytoplasm	0	0	0
stearate transport, mitochondrial membrane-cytoplasm	0	0	0
coenzyme A transport, mitochondrial membrane-cytoplasm	0	0	0
laurate transport, ER membrane-lipid particle	0	0	0
myristate transport, ER membrane-lipid particle	0	0	0
lignoceric acid transport, ER membrane-lipid particle	0	0	0
cerotic acid transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
episterol transport, ER membrane-lipid particle	0	0	0
fecosterol transport, ER membrane-lipid particle	0	0	0
lanosterol transport, ER membrane-lipid particle	0	0	0
zymosterol transport, ER membrane-lipid particle	0	0	0
ergosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0
ergosteryl oleate transport, ER membrane-lipid particle	0	0	0
episteryl palmitoleate transport, ER membrane-lipid particle	0	0	0
episteryl oleate transport, ER membrane-lipid particle	0	0	0
fecosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0
fecosteryl oleate transport, ER membrane-lipid particle	0	0	0
lanosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0
lanosteryl oleate transport, ER membrane-lipid particle	0	0	0
zymosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0
zymosteryl oleate transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (18:1) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (16:1) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-16:1, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	4.514112e-05	5.977762e-05	5.118293e-05
phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	2.937232e-04	8.645999e-04	3.330359e-04
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane	3.591801e-04	0	4.072538e-04
phosphatidylethanolamine (1-16:0, 2-16:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, mitochondrial membrane-ER membrane	2.937232e-04	8.645999e-04	3.330359e-04
phosphatidylethanolamine (1-16:1, 2-18:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, mitochondrial membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, mitochondrial membrane-ER membrane	3.591801e-04	0	4.072538e-04
phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
diglyceride (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
diglyceride (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidate (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, Golgi membrane-ER membrane	0	0	0
phosphatidate (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidate (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0
phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-cell envelope	0	0	0
lignoceric acid transport, cell envelope-ER membrane	0	0	0
cerotic acid transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
phosphatidate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane	0	0	0
zymosteryl palmitoleate transport, ER membrane-cell envelope	0	0	0
zymosteryl oleate transport, ER membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-nucleus	0	0	0
lignoceric acid transport, ER membrane-ER	0	0	0
cerotic acid transport, ER membrane-ER	0	0	0
ergosterol transport, ER-ER membrane	0	0	0
phosphate transport, ER-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0
H+ transport, mitochondrion-mitochondrial membrane	6.529034e-04	8.645999e-04	7.402898e-04
glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane	2.257056e-05	2.988881e-05	2.559147e-05
CMP transport, mitochondrion-mitochondrial membrane	-4.514112e-05	-5.977762e-05	-5.118293e-05
CTP transport, mitochondrion-mitochondrial membrane	4.514112e-05	5.977762e-05	5.118293e-05
phosphate transport, mitochondrion-mitochondrial membrane	-2.257056e-05	-2.988881e-05	-2.559147e-05
