reaction	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
PI 4-P phosphatase (1-18:1, 2-16:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:1, 2-16:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-16:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:1, 2-16:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-16:1, 2-18:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-18:1, 2-16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
DGPP phosphatase (1-18:1, 2-18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (16:0), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (16:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (18:0), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (18:1), cytoplasm	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (16:0), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (16:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (18:0), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPA phosphatase (18:1), vacuolar membrane	0	0	0	0	0	0	0	0	0	0	0	0
ergosteryl ester hydrolase (16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
ergosteryl ester hydrolase (18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
episteryl ester hydrolase (16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
episteryl ester hydrolase (18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
fecosteryl ester hydrolase (16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
fecosteryl ester hydrolase (18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lanosteryl ester hydrolase (16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lanosteryl ester hydrolase (18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
zymosteryl ester hydrolase (16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
zymosteryl ester hydrolase (18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
zymosteryl ester hydrolase (16:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
zymosteryl ester hydrolase (18:1), cell envelope	0	0	0	0	0	0	0	0	0	0	0	0
TAG lipase (1-16:0, 2-16:1, 3-16:0), lipid particle	0	0	4.286186e-04	0	0	0	0	0	0	0	0	0
TAG lipase (1-16:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-16:0), lipid particle	0	0	0	0	0	0	6.421385e-04	0	0	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-18:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
TAG lipase (1-18:1, 2-18:1, 3-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-16:1, 2-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-16:0, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-18:0, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-18:1, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-16:0, 2-18:1), mitochondrion	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-16:1, 2-18:1), mitochondrion	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-18:0, 2-18:1), mitochondrion	0	0	0	0	0	0	0	0	0	0	0	0
DAG lipase (1-18:1, 2-18:1), mitochondrion	0	0	0	0	0	0	0	0	0	0	0	0
MAG lipase (1-16:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
MAG lipase (1-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
MAG lipase (1-18:0), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
MAG lipase (1-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lysoPE (1-16:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lysoPE (1-16:1) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
lysoPE (1-18:1) oleoyl-CoA acyltransferase, lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-16:0, 2-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-16:1, 2-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-18:0, 2-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-18:1, 2-16:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-16:0, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-16:1, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-18:0, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
PE phospholipase A2 (1-18:1, 2-18:1), lipid particle	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-1 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C24))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C26))	0	0	0	0	0	0	0	0	0	0	0	0
laurate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
myristate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
palmitate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
palmitoleate transport, cytoplasm-ER membrane	-6.407383e-05	-5.618364e-04	-3.996416e-04	-8.957843e-04	-1.760660e-04	-1.544252e-03	-1.185696e-03	-2.166284e-03	-7.511731e-06	-4.009230e-05	-1.268977e-04	-5.465406e-04
stearate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
oleate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
malonyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
lauroyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
myristoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
palmitoyl-CoA transport, cytoplasm-ER membrane	4.172131e-03	2.197379e-02	2.835844e-02	2.735135e-02	1.184680e-02	7.432074e-02	6.085404e-02	7.549574e-02	4.174795e-04	3.034735e-03	1.919269e-02	2.647148e-02
palmitoleoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
stearoyl-CoA transport, cytoplasm-ER membrane	1.033311e-02	5.319150e-02	6.968425e-02	6.620885e-02	2.921460e-02	1.821366e-01	1.488625e-01	1.827510e-01	1.032810e-03	7.521177e-03	4.764076e-02	6.435166e-02
oleoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
icosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
docosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
tetracosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
hexacosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
H+ transport, cytoplasm-ER membrane	1.018533e-02	5.171007e-02	6.822360e-02	6.410243e-02	2.869284e-02	1.784939e-01	1.455219e-01	1.769187e-01	1.018254e-03	7.411361e-03	4.688469e-02	6.261754e-02
H2O transport, cytoplasm-ER membrane	-1.800075e-02	-9.244843e-02	-1.217572e-01	-1.160137e-01	-5.097034e-02	-3.163467e-01	-2.596876e-01	-3.174101e-01	-1.796191e-03	-1.311530e-02	-8.332654e-02	-1.123976e-01
CO2 transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
coenzyme A transport, cytoplasm-ER membrane	-1.450524e-02	-7.516529e-02	-9.804269e-02	-9.356020e-02	-4.106140e-02	-2.564574e-01	-2.097166e-01	-2.582467e-01	-1.450289e-03	-1.055591e-02	-6.683345e-02	-9.082313e-02
NADPH transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
NADP(+) transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
O2 transport, cytoplasm-ER membrane	1.183152e-02	6.090485e-02	7.978922e-02	7.580985e-02	3.345103e-02	2.085484e-01	1.704492e-01	2.092518e-01	1.182578e-03	8.611829e-03	5.454918e-02	7.368334e-02
NADH transport, cytoplasm-ER membrane	1.183152e-02	6.090485e-02	7.978922e-02	7.580985e-02	3.345103e-02	2.085484e-01	1.704492e-01	2.092518e-01	1.182578e-03	8.611829e-03	5.454918e-02	7.368334e-02
NAD transport, cytoplasm-ER membrane	-1.183152e-02	-6.090485e-02	-7.978922e-02	-7.580985e-02	-3.345103e-02	-2.085484e-01	-1.704492e-01	-2.092518e-01	-1.182578e-03	-8.611829e-03	-5.454918e-02	-7.368334e-02
glycerol 3-phosphate transport, cytoplasm-ER membrane	4.421473e-03	2.294688e-02	3.011073e-02	2.897713e-02	1.256484e-02	7.799151e-02	6.425285e-02	7.912095e-02	4.408333e-04	3.223779e-03	2.053082e-02	2.792703e-02
dihydroxyacetone phosphate transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
diphosphate transport, cytoplasm-ER membrane	-2.491892e-04	-1.704436e-03	-2.362670e-03	-3.100231e-03	-8.533309e-04	-4.484513e-03	-4.880198e-03	-6.316990e-03	-2.230876e-05	-1.944142e-04	-1.488100e-03	-2.461872e-03
phosphate transport, cytoplasm-ER membrane	-4.166004e-03	-2.119918e-02	-2.768806e-02	-2.579736e-02	-1.168988e-02	-7.339396e-02	-5.924846e-02	-7.264139e-02	-4.179663e-04	-3.024481e-03	-1.900511e-02	-2.540236e-02
CTP transport, cytoplasm-ER membrane	2.491892e-04	1.704436e-03	2.362670e-03	3.100231e-03	8.533309e-04	4.484513e-03	4.880198e-03	6.316990e-03	2.230876e-05	1.944142e-04	1.488100e-03	2.461872e-03
CDP transport, cytoplasm-ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
